State,Week,Deaths,Covid Feature,TAVG,Average Population Density,Population,Year,Covid 19 Deaths,Average of Death from 2015 to2019
Indiana,17,271,1,45.1,72.55414171,6732219,2020,247,1212.4
Iowa,1,628,0,18.7,21.80888788,3155070,2019,0,659.8
Iowa,2,597,0,18.7,21.80888788,3155070,2019,0,655
Iowa,3,615,0,18.7,21.80888788,3155070,2019,0,640.8
Iowa,4,615,0,18.7,21.80888788,3155070,2019,0,617
Iowa,5,619,0,20.5,21.80888788,3155070,2019,0,611.4
Iowa,6,581,0,20.5,21.80888788,3155070,2019,0,610.4
Iowa,7,625,0,20.5,21.80888788,3155070,2019,0,623
Iowa,8,650,0,20.5,21.80888788,3155070,2019,0,623
Iowa,9,603,0,35.2,21.80888788,3155070,2019,0,597.8
Iowa,10,589,0,35.2,21.80888788,3155070,2019,0,593.4
Iowa,11,634,0,35.2,21.80888788,3155070,2019,0,607.6
Iowa,12,633,0,35.2,21.80888788,3155070,2019,0,604.2
Iowa,13,607,0,35.2,21.80888788,3155070,2019,0,577.6
Iowa,14,583,0,39.3,21.80888788,3155070,2019,0,592
Iowa,15,597,0,39.3,21.80888788,3155070,2019,0,582
Iowa,16,588,0,39.3,21.80888788,3155070,2019,0,562.2
Iowa,17,548,0,39.3,21.80888788,3155070,2019,0,579.6
Iowa,18,564,0,67,21.80888788,3155070,2019,0,573
Iowa,1,660,0,18.7,21.80888788,3155070,2020,0,659.8
Iowa,2,648,0,18.7,21.80888788,3155070,2020,0,655
Iowa,3,618,0,18.7,21.80888788,3155070,2020,0,640.8
Iowa,4,640,0,18.7,21.80888788,3155070,2020,0,617
Iowa,5,612,0,20.5,21.80888788,3155070,2020,0,611.4
Iowa,6,630,0,20.5,21.80888788,3155070,2020,0,610.4
Iowa,7,595,0,20.5,21.80888788,3155070,2020,0,623
Iowa,8,636,0,20.5,21.80888788,3155070,2020,0,623
Iowa,9,636,0,20.5,21.80888788,3155070,2020,0,597.8
Iowa,10,609,1,35.2,21.80888788,3155070,2020,0,593.4
Iowa,11,621,1,35.2,21.80888788,3155070,2020,0,607.6
Iowa,12,581,1,35.2,21.80888788,3155070,2020,0,604.2
Iowa,13,574,1,35.2,21.80888788,3155070,2020,0,577.6
Iowa,14,566,1,39.3,21.80888788,3155070,2020,16,592
Iowa,15,537,1,39.3,21.80888788,3155070,2020,21,582
Iowa,16,470,1,39.3,21.80888788,3155070,2020,35,562.2
Iowa,17,179,1,39.3,21.80888788,3155070,2020,43,579.6
Kansas,1,588,0,31.3,13.75795968,2913314,2019,0,587.4
Kansas,2,548,0,31.3,13.75795968,2913314,2019,0,573.2
Kansas,3,495,0,31.3,13.75795968,2913314,2019,0,543.2
Kansas,4,479,0,31.3,13.75795968,2913314,2019,0,526.6
Kansas,5,563,0,31.9,13.75795968,2913314,2019,0,551.2
Kansas,6,548,0,31.9,13.75795968,2913314,2019,0,531.4
Kansas,7,523,0,31.9,13.75795968,2913314,2019,0,548.6
Kansas,8,563,0,31.9,13.75795968,2913314,2019,0,542.8
Kansas,9,547,0,45.9,13.75795968,2913314,2019,0,534.8
Kansas,10,580,0,45.9,13.75795968,2913314,2019,0,535
Kansas,11,557,0,45.9,13.75795968,2913314,2019,0,529.6
Kansas,12,533,0,45.9,13.75795968,2913314,2019,0,530.6
Kansas,13,539,0,45.9,13.75795968,2913314,2019,0,515.8
Kansas,14,517,0,47.6,13.75795968,2913314,2019,0,507.6
Kansas,15,516,0,47.6,13.75795968,2913314,2019,0,496.6
Kansas,16,482,0,47.6,13.75795968,2913314,2019,0,481.8
Kansas,17,488,0,47.6,13.75795968,2913314,2019,0,479.4
Kansas,18,506,0,71.1,13.75795968,2913314,2019,0,480.8
Kansas,1,588,0,31.3,13.75795968,2913314,2020,0,587.4
Kansas,2,559,0,31.3,13.75795968,2913314,2020,0,573.2
Kansas,3,570,0,31.3,13.75795968,2913314,2020,0,543.2
Kansas,4,570,0,31.3,13.75795968,2913314,2020,0,526.6
Kansas,5,546,0,31.9,13.75795968,2913314,2020,0,551.2
Kansas,6,502,0,31.9,13.75795968,2913314,2020,0,531.4
Kansas,7,568,0,31.9,13.75795968,2913314,2020,0,548.6
Kansas,8,557,0,31.9,13.75795968,2913314,2020,0,542.8
Kansas,9,539,0,31.9,13.75795968,2913314,2020,0,534.8
Kansas,10,571,1,45.9,13.75795968,2913314,2020,0,535
Kansas,11,518,1,45.9,13.75795968,2913314,2020,0,529.6
Kansas,12,506,1,45.9,13.75795968,2913314,2020,0,530.6
Kansas,13,504,1,45.9,13.75795968,2913314,2020,0,515.8
Kansas,14,524,1,47.6,13.75795968,2913314,2020,21,507.6
Kansas,15,469,1,47.6,13.75795968,2913314,2020,32,496.6
Kansas,16,420,1,47.6,13.75795968,2913314,2020,38,481.8
Kansas,17,158,1,47.6,13.75795968,2913314,2020,12,479.4
Kentucky,1,977,0,35.2,43.68580489,4467673,2019,0,1015
Kentucky,2,1036,0,35.2,43.68580489,4467673,2019,0,1060.6
Kentucky,3,967,0,35.2,43.68580489,4467673,2019,0,1017.4
Kentucky,4,989,0,35.2,43.68580489,4467673,2019,0,984.2
Kentucky,5,935,0,44.6,43.68580489,4467673,2019,0,982
Kentucky,6,980,0,44.6,43.68580489,4467673,2019,0,982
Kentucky,7,948,0,44.6,43.68580489,4467673,2019,0,970.8
Kentucky,8,1024,0,44.6,43.68580489,4467673,2019,0,977
Kentucky,9,1039,0,44.2,43.68580489,4467673,2019,0,984.8
Kentucky,10,1061,0,44.2,43.68580489,4467673,2019,0,977.8
Kentucky,11,942,0,44.2,43.68580489,4467673,2019,0,943
Kentucky,12,976,0,44.2,43.68580489,4467673,2019,0,949.6
Kentucky,13,1014,0,44.2,43.68580489,4467673,2019,0,937.2
Kentucky,14,970,0,50.8,43.68580489,4467673,2019,0,924.4
Kentucky,15,957,0,50.8,43.68580489,4467673,2019,0,935.2
Kentucky,16,975,0,50.8,43.68580489,4467673,2019,0,936
Kentucky,17,910,0,50.8,43.68580489,4467673,2019,0,906.6
Kentucky,18,909,0,71.9,43.68580489,4467673,2019,0,888.2
Kentucky,1,1078,0,35.2,43.68580489,4467673,2020,0,1015
Kentucky,2,1043,0,35.2,43.68580489,4467673,2020,0,1060.6
Kentucky,3,1032,0,35.2,43.68580489,4467673,2020,0,1017.4
Kentucky,4,930,0,35.2,43.68580489,4467673,2020,0,984.2
Kentucky,5,967,0,44.6,43.68580489,4467673,2020,0,982
Kentucky,6,936,0,44.6,43.68580489,4467673,2020,0,982
Kentucky,7,930,0,44.6,43.68580489,4467673,2020,0,970.8
Kentucky,8,961,0,44.6,43.68580489,4467673,2020,0,977
Kentucky,9,971,0,44.6,43.68580489,4467673,2020,0,984.8
Kentucky,10,940,1,44.2,43.68580489,4467673,2020,0,977.8
Kentucky,11,935,1,44.2,43.68580489,4467673,2020,0,943
Kentucky,12,852,1,44.2,43.68580489,4467673,2020,0,949.6
Kentucky,13,826,1,44.2,43.68580489,4467673,2020,0,937.2
Kentucky,14,850,1,50.8,43.68580489,4467673,2020,43,924.4
Kentucky,15,711,1,50.8,43.68580489,4467673,2020,43,935.2
Kentucky,16,457,1,50.8,43.68580489,4467673,2020,46,936
Kentucky,17,78,1,50.8,43.68580489,4467673,2020,44,906.6
Louisiana,1,901,0,49.9,41.5449991,4648794,2019,0,963.6
Louisiana,2,919,0,49.9,41.5449991,4648794,2019,0,967.8
Louisiana,3,979,0,49.9,41.5449991,4648794,2019,0,969.6
Louisiana,4,947,0,49.9,41.5449991,4648794,2019,0,938.8
Louisiana,5,947,0,60.5,41.5449991,4648794,2019,0,933.6
Louisiana,6,958,0,60.5,41.5449991,4648794,2019,0,951.4
Louisiana,7,934,0,60.5,41.5449991,4648794,2019,0,922.2
Louisiana,8,944,0,60.5,41.5449991,4648794,2019,0,915
Louisiana,9,912,0,62.2,41.5449991,4648794,2019,0,887
Louisiana,10,889,0,62.2,41.5449991,4648794,2019,0,880.8
Louisiana,11,937,0,62.2,41.5449991,4648794,2019,0,890.6
Louisiana,12,925,0,62.2,41.5449991,4648794,2019,0,894.4
Louisiana,13,929,0,62.2,41.5449991,4648794,2019,0,888.4
Louisiana,14,893,0,62.7,41.5449991,4648794,2019,0,887.4
Louisiana,15,852,0,62.7,41.5449991,4648794,2019,0,853.8
Louisiana,16,840,0,62.7,41.5449991,4648794,2019,0,844.2
Louisiana,17,914,0,62.7,41.5449991,4648794,2019,0,874.8
Louisiana,18,864,0,77.7,41.5449991,4648794,2019,0,838.2
Louisiana,1,920,0,49.9,41.5449991,4648794,2020,0,963.6
Louisiana,2,952,0,49.9,41.5449991,4648794,2020,0,967.8
Louisiana,3,944,0,49.9,41.5449991,4648794,2020,0,969.6
Louisiana,4,938,0,49.9,41.5449991,4648794,2020,0,938.8
Louisiana,5,956,0,60.5,41.5449991,4648794,2020,0,933.6
Louisiana,6,925,0,60.5,41.5449991,4648794,2020,0,951.4
Louisiana,7,907,0,60.5,41.5449991,4648794,2020,0,922.2
Louisiana,8,877,0,60.5,41.5449991,4648794,2020,0,915
Louisiana,9,943,0,60.5,41.5449991,4648794,2020,0,887
Louisiana,10,886,1,62.2,41.5449991,4648794,2020,0,880.8
Louisiana,11,878,1,62.2,41.5449991,4648794,2020,0,890.6
Louisiana,12,814,1,62.2,41.5449991,4648794,2020,35,894.4
Louisiana,13,1010,1,62.2,41.5449991,4648794,2020,165,888.4
Louisiana,14,1021,1,62.7,41.5449991,4648794,2020,324,887.4
Louisiana,15,960,1,62.7,41.5449991,4648794,2020,374,853.8
Louisiana,16,553,1,62.7,41.5449991,4648794,2020,276,844.2
Louisiana,17,93,1,62.7,41.5449991,4648794,2020,188,874.8
Maine,1,310,0,14.1,16.82725987,1344212,2019,0,294.2
Maine,2,285,0,14.1,16.82725987,1344212,2019,0,293.6
Maine,3,321,0,14.1,16.82725987,1344212,2019,0,296.2
Maine,4,309,0,14.1,16.82725987,1344212,2019,0,299.4
Maine,5,271,0,22.6,16.82725987,1344212,2019,0,281.2
Maine,6,295,0,22.6,16.82725987,1344212,2019,0,288
Maine,7,283,0,22.6,16.82725987,1344212,2019,0,290.8
Maine,8,314,0,22.6,16.82725987,1344212,2019,0,294.2
Maine,9,291,0,28.9,16.82725987,1344212,2019,0,281.8
Maine,10,331,0,28.9,16.82725987,1344212,2019,0,300.8
Maine,11,298,0,28.9,16.82725987,1344212,2019,0,294.6
Maine,12,312,0,28.9,16.82725987,1344212,2019,0,289.2
Maine,13,328,0,28.9,16.82725987,1344212,2019,0,296.2
Maine,14,298,0,36.6,16.82725987,1344212,2019,0,294.2
Maine,15,294,0,36.6,16.82725987,1344212,2019,0,293.4
Maine,16,284,0,36.6,16.82725987,1344212,2019,0,270.4
Maine,17,294,0,36.6,16.82725987,1344212,2019,0,281.4
Maine,18,287,0,53.6,16.82725987,1344212,2019,0,277.4
Maine,1,320,0,14.1,16.82725987,1344212,2020,0,294.2
Maine,2,318,0,14.1,16.82725987,1344212,2020,0,293.6
Maine,3,295,0,14.1,16.82725987,1344212,2020,0,296.2
Maine,4,307,0,14.1,16.82725987,1344212,2020,0,299.4
Maine,5,288,0,22.6,16.82725987,1344212,2020,0,281.2
Maine,6,316,0,22.6,16.82725987,1344212,2020,0,288
Maine,7,329,0,22.6,16.82725987,1344212,2020,0,290.8
Maine,8,299,0,22.6,16.82725987,1344212,2020,0,294.2
Maine,9,292,0,22.6,16.82725987,1344212,2020,0,281.8
Maine,10,313,1,28.9,16.82725987,1344212,2020,0,300.8
Maine,11,301,1,28.9,16.82725987,1344212,2020,0,294.6
Maine,12,277,1,28.9,16.82725987,1344212,2020,0,289.2
Maine,13,279,1,28.9,16.82725987,1344212,2020,0,296.2
Maine,14,298,1,36.6,16.82725987,1344212,2020,0,294.2
Maine,15,299,1,36.6,16.82725987,1344212,2020,10,293.4
Maine,16,298,1,36.6,16.82725987,1344212,2020,10,270.4
Maine,17,145,1,36.6,16.82725987,1344212,2020,17,281.4
Maryland,1,1043,0,33.7,240.4709439,6045680,2019,0,1051.8
Maryland,2,1001,0,33.7,240.4709439,6045680,2019,0,1067.6
Maryland,3,983,0,33.7,240.4709439,6045680,2019,0,1030
Maryland,4,1027,0,33.7,240.4709439,6045680,2019,0,1033.6
Maryland,5,1106,0,41.5,240.4709439,6045680,2019,0,1017.2
Maryland,6,1062,0,41.5,240.4709439,6045680,2019,0,1013.4
Maryland,7,954,0,41.5,240.4709439,6045680,2019,0,998.8
Maryland,8,940,0,41.5,240.4709439,6045680,2019,0,992.4
Maryland,9,1091,0,39.2,240.4709439,6045680,2019,0,976
Maryland,10,1033,0,39.2,240.4709439,6045680,2019,0,980.8
Maryland,11,1037,0,39.2,240.4709439,6045680,2019,0,964
Maryland,12,1043,0,39.2,240.4709439,6045680,2019,0,968.6
Maryland,13,1024,0,39.2,240.4709439,6045680,2019,0,965.8
Maryland,14,1049,0,50.6,240.4709439,6045680,2019,0,969.6
Maryland,15,998,0,50.6,240.4709439,6045680,2019,0,955.4
Maryland,16,986,0,50.6,240.4709439,6045680,2019,0,936.8
Maryland,17,942,0,50.6,240.4709439,6045680,2019,0,931.8
Maryland,18,1012,0,68.6,240.4709439,6045680,2019,0,924.2
Maryland,1,1049,0,33.7,240.4709439,6045680,2020,0,1051.8
Maryland,2,1034,0,33.7,240.4709439,6045680,2020,0,1067.6
Maryland,3,986,0,33.7,240.4709439,6045680,2020,0,1030
Maryland,4,1002,0,33.7,240.4709439,6045680,2020,0,1033.6
Maryland,5,1032,0,41.5,240.4709439,6045680,2020,0,1017.2
Maryland,6,1003,0,41.5,240.4709439,6045680,2020,0,1013.4
Maryland,7,1015,0,41.5,240.4709439,6045680,2020,0,998.8
Maryland,8,965,0,41.5,240.4709439,6045680,2020,0,992.4
Maryland,9,1064,0,41.5,240.4709439,6045680,2020,0,976
Maryland,10,1036,1,39.2,240.4709439,6045680,2020,0,980.8
Maryland,11,1001,1,39.2,240.4709439,6045680,2020,0,964
Maryland,12,1050,1,39.2,240.4709439,6045680,2020,0,968.6
Maryland,13,1074,1,39.2,240.4709439,6045680,2020,18,965.8
Maryland,14,1161,1,50.6,240.4709439,6045680,2020,91,969.6
Maryland,15,1269,1,50.6,240.4709439,6045680,2020,214,955.4
Maryland,16,1062,1,50.6,240.4709439,6045680,2020,289,936.8
Maryland,17,531,1,50.6,240.4709439,6045680,2020,333,931.8
Massachusetts,1,1207,0,26,341.1809285,6892503,2019,0,1250.6
Massachusetts,2,1265,0,26,341.1809285,6892503,2019,0,1299.2
Massachusetts,3,1291,0,26,341.1809285,6892503,2019,0,1274.2
Massachusetts,4,1273,0,26,341.1809285,6892503,2019,0,1262.8
Massachusetts,5,1268,0,34.2,341.1809285,6892503,2019,0,1256.6
Massachusetts,6,1244,0,34.2,341.1809285,6892503,2019,0,1221.2
Massachusetts,7,1270,0,34.2,341.1809285,6892503,2019,0,1234.8
Massachusetts,8,1203,0,34.2,341.1809285,6892503,2019,0,1192.4
Massachusetts,9,1278,0,34.9,341.1809285,6892503,2019,0,1225.2
Massachusetts,10,1198,0,34.9,341.1809285,6892503,2019,0,1216.4
Massachusetts,11,1151,0,34.9,341.1809285,6892503,2019,0,1170.2
Massachusetts,12,1111,0,34.9,341.1809285,6892503,2019,0,1162.6
Massachusetts,13,1225,0,34.9,341.1809285,6892503,2019,0,1217.8
Massachusetts,14,1213,0,42.3,341.1809285,6892503,2019,0,1195
Massachusetts,15,1167,0,42.3,341.1809285,6892503,2019,0,1177
Massachusetts,16,1218,0,42.3,341.1809285,6892503,2019,0,1142.4
Massachusetts,17,1087,0,42.3,341.1809285,6892503,2019,0,1119.6
Massachusetts,18,1104,0,60.8,341.1809285,6892503,2019,0,1140.2
Massachusetts,1,1237,0,26,341.1809285,6892503,2020,0,1250.6
Massachusetts,2,1265,0,26,341.1809285,6892503,2020,0,1299.2
Massachusetts,3,1187,0,26,341.1809285,6892503,2020,0,1274.2
Massachusetts,4,1299,0,26,341.1809285,6892503,2020,0,1262.8
Massachusetts,5,1199,0,34.2,341.1809285,6892503,2020,0,1256.6
Massachusetts,6,1231,0,34.2,341.1809285,6892503,2020,0,1221.2
Massachusetts,7,1246,0,34.2,341.1809285,6892503,2020,0,1234.8
Massachusetts,8,1162,0,34.2,341.1809285,6892503,2020,0,1192.4
Massachusetts,9,1272,0,34.2,341.1809285,6892503,2020,0,1225.2
Massachusetts,10,1207,1,34.9,341.1809285,6892503,2020,0,1216.4
Massachusetts,11,1302,1,34.9,341.1809285,6892503,2020,0,1170.2
Massachusetts,12,1156,1,34.9,341.1809285,6892503,2020,0,1162.6
Massachusetts,13,1264,1,34.9,341.1809285,6892503,2020,44,1217.8
Massachusetts,14,1506,1,42.3,341.1809285,6892503,2020,216,1195
Massachusetts,15,1873,1,42.3,341.1809285,6892503,2020,612,1177
Massachusetts,16,1470,1,42.3,341.1809285,6892503,2020,1030,1142.4
Massachusetts,17,583,1,42.3,341.1809285,6892503,2020,1060,1119.6
Michigan,1,1922,0,16.8,68.19979199,9986857,2019,0,2062.6
Michigan,2,1943,0,16.8,68.19979199,9986857,2019,0,2042
Michigan,3,1992,0,16.8,68.19979199,9986857,2019,0,2021.6
Michigan,4,1938,0,16.8,68.19979199,9986857,2019,0,1954
Michigan,5,1945,0,23,68.19979199,9986857,2019,0,1922.6
Michigan,6,1956,0,23,68.19979199,9986857,2019,0,1972.6
Michigan,7,1847,0,23,68.19979199,9986857,2019,0,1951
Michigan,8,1888,0,23,68.19979199,9986857,2019,0,1938
Michigan,9,2043,0,29.6,68.19979199,9986857,2019,0,1979.4
Michigan,10,1982,0,29.6,68.19979199,9986857,2019,0,1968.8
Michigan,11,1979,0,29.6,68.19979199,9986857,2019,0,1924.4
Michigan,12,1908,0,29.6,68.19979199,9986857,2019,0,1897.8
Michigan,13,1850,0,29.6,68.19979199,9986857,2019,0,1890.4
Michigan,14,1871,0,35.3,68.19979199,9986857,2019,0,1924.2
Michigan,15,1888,0,35.3,68.19979199,9986857,2019,0,1907.8
Michigan,16,1829,0,35.3,68.19979199,9986857,2019,0,1837
Michigan,17,1892,0,35.3,68.19979199,9986857,2019,0,1863.6
Michigan,18,1830,0,60.3,68.19979199,9986857,2019,0,1824.4
Michigan,1,2001,0,16.8,68.19979199,9986857,2020,0,2062.6
Michigan,2,2059,0,16.8,68.19979199,9986857,2020,0,2042
Michigan,3,1930,0,16.8,68.19979199,9986857,2020,0,2021.6
Michigan,4,1999,0,16.8,68.19979199,9986857,2020,0,1954
Michigan,5,1993,0,23,68.19979199,9986857,2020,0,1922.6
Michigan,6,1922,0,23,68.19979199,9986857,2020,0,1972.6
Michigan,7,1984,0,23,68.19979199,9986857,2020,0,1951
Michigan,8,2028,0,23,68.19979199,9986857,2020,0,1938
Michigan,9,1930,0,23,68.19979199,9986857,2020,0,1979.4
Michigan,10,1934,1,29.6,68.19979199,9986857,2020,0,1968.8
Michigan,11,1892,1,29.6,68.19979199,9986857,2020,0,1924.4
Michigan,12,1949,1,29.6,68.19979199,9986857,2020,16,1897.8
Michigan,13,2274,1,29.6,68.19979199,9986857,2020,202,1890.4
Michigan,14,2723,1,35.3,68.19979199,9986857,2020,591,1924.2
Michigan,15,2676,1,35.3,68.19979199,9986857,2020,808,1907.8
Michigan,16,1980,1,35.3,68.19979199,9986857,2020,775,1837
Michigan,17,573,1,35.3,68.19979199,9986857,2020,530,1863.6
Minnesota,1,921,0,6.6,27.34592427,5639632,2019,0,926.8
Minnesota,2,945,0,6.6,27.34592427,5639632,2019,0,956.6
Minnesota,3,954,0,6.6,27.34592427,5639632,2019,0,916
Minnesota,4,898,0,6.6,27.34592427,5639632,2019,0,894
Minnesota,5,937,0,8.6,27.34592427,5639632,2019,0,886.2
Minnesota,6,983,0,8.6,27.34592427,5639632,2019,0,898.6
Minnesota,7,892,0,8.6,27.34592427,5639632,2019,0,896.6
Minnesota,8,873,0,8.6,27.34592427,5639632,2019,0,864.4
Minnesota,9,805,0,27.5,27.34592427,5639632,2019,0,873
Minnesota,10,912,0,27.5,27.34592427,5639632,2019,0,871.4
Minnesota,11,856,0,27.5,27.34592427,5639632,2019,0,845
Minnesota,12,826,0,27.5,27.34592427,5639632,2019,0,857.6
Minnesota,13,871,0,27.5,27.34592427,5639632,2019,0,849.6
Minnesota,14,851,0,32.7,27.34592427,5639632,2019,0,861
Minnesota,15,854,0,32.7,27.34592427,5639632,2019,0,888.8
Minnesota,16,874,0,32.7,27.34592427,5639632,2019,0,836
Minnesota,17,820,0,32.7,27.34592427,5639632,2019,0,814
Minnesota,18,860,0,61.1,27.34592427,5639632,2019,0,828.4
Minnesota,1,1009,0,6.6,27.34592427,5639632,2020,0,926.8
Minnesota,2,950,0,6.6,27.34592427,5639632,2020,0,956.6
Minnesota,3,945,0,6.6,27.34592427,5639632,2020,0,916
Minnesota,4,956,0,6.6,27.34592427,5639632,2020,0,894
Minnesota,5,941,0,8.6,27.34592427,5639632,2020,0,886.2
Minnesota,6,917,0,8.6,27.34592427,5639632,2020,0,898.6
Minnesota,7,935,0,8.6,27.34592427,5639632,2020,0,896.6
Minnesota,8,908,0,8.6,27.34592427,5639632,2020,0,864.4
Minnesota,9,921,0,8.6,27.34592427,5639632,2020,0,873
Minnesota,10,932,1,27.5,27.34592427,5639632,2020,0,871.4
Minnesota,11,860,1,27.5,27.34592427,5639632,2020,0,845
Minnesota,12,870,1,27.5,27.34592427,5639632,2020,0,857.6
Minnesota,13,883,1,27.5,27.34592427,5639632,2020,12,849.6
Minnesota,14,881,1,32.7,27.34592427,5639632,2020,22,861
Minnesota,15,854,1,32.7,27.34592427,5639632,2020,43,888.8
Minnesota,16,782,1,32.7,27.34592427,5639632,2020,72,836
Minnesota,17,337,1,32.7,27.34592427,5639632,2020,127,814
Mississippi,1,657,0,46.3,24.48900683,2976149,2019,0,680.2
Mississippi,2,649,0,46.3,24.48900683,2976149,2019,0,677.6
Mississippi,3,637,0,46.3,24.48900683,2976149,2019,0,643
Mississippi,4,624,0,46.3,24.48900683,2976149,2019,0,653.2
Mississippi,5,653,0,56.8,24.48900683,2976149,2019,0,651.2
Mississippi,6,706,0,56.8,24.48900683,2976149,2019,0,666.4
Mississippi,7,674,0,56.8,24.48900683,2976149,2019,0,652.6
Mississippi,8,652,0,56.8,24.48900683,2976149,2019,0,643.6
Mississippi,9,633,0,57.1,24.48900683,2976149,2019,0,622.2
Mississippi,10,647,0,57.1,24.48900683,2976149,2019,0,632.6
Mississippi,11,628,0,57.1,24.48900683,2976149,2019,0,626.4
Mississippi,12,635,0,57.1,24.48900683,2976149,2019,0,619.2
Mississippi,13,596,0,57.1,24.48900683,2976149,2019,0,589.2
Mississippi,14,659,0,58.9,24.48900683,2976149,2019,0,621.6
Mississippi,15,632,0,58.9,24.48900683,2976149,2019,0,595.8
Mississippi,16,568,0,58.9,24.48900683,2976149,2019,0,584.4
Mississippi,17,603,0,58.9,24.48900683,2976149,2019,0,582
Mississippi,18,639,0,75.8,24.48900683,2976149,2019,0,598
Mississippi,1,672,0,46.3,24.48900683,2976149,2020,0,680.2
Mississippi,2,643,0,46.3,24.48900683,2976149,2020,0,677.6
Mississippi,3,621,0,46.3,24.48900683,2976149,2020,0,643
Mississippi,4,606,0,46.3,24.48900683,2976149,2020,0,653.2
Mississippi,5,600,0,56.8,24.48900683,2976149,2020,0,651.2
Mississippi,6,701,0,56.8,24.48900683,2976149,2020,0,666.4
Mississippi,7,639,0,56.8,24.48900683,2976149,2020,0,652.6
Mississippi,8,622,0,56.8,24.48900683,2976149,2020,0,643.6
Mississippi,9,660,0,56.8,24.48900683,2976149,2020,0,622.2
Mississippi,10,641,1,57.1,24.48900683,2976149,2020,0,632.6
Mississippi,11,606,1,57.1,24.48900683,2976149,2020,0,626.4
Mississippi,12,602,1,57.1,24.48900683,2976149,2020,0,619.2
Mississippi,13,668,1,57.1,24.48900683,2976149,2020,15,589.2
Mississippi,14,663,1,58.9,24.48900683,2976149,2020,50,621.6
Mississippi,15,626,1,58.9,24.48900683,2976149,2020,60,595.8
Mississippi,16,581,1,58.9,24.48900683,2976149,2020,58,584.4
Mississippi,17,234,1,58.9,24.48900683,2976149,2020,51,582
Missouri,1,1283,0,31,34.47199241,6137428,2019,0,1386.4
Missouri,2,1355,0,31,34.47199241,6137428,2019,0,1369.2
Missouri,3,1308,0,31,34.47199241,6137428,2019,0,1391.8
Missouri,4,1278,0,31,34.47199241,6137428,2019,0,1361.4
Missouri,5,1282,0,35.6,34.47199241,6137428,2019,0,1306
Missouri,6,1324,0,35.6,34.47199241,6137428,2019,0,1306.4
Missouri,7,1382,0,35.6,34.47199241,6137428,2019,0,1367.6
Missouri,8,1291,0,35.6,34.47199241,6137428,2019,0,1312.4
Missouri,9,1277,0,44.1,34.47199241,6137428,2019,0,1291
Missouri,10,1315,0,44.1,34.47199241,6137428,2019,0,1296.4
Missouri,11,1340,0,44.1,34.47199241,6137428,2019,0,1276.6
Missouri,12,1312,0,44.1,34.47199241,6137428,2019,0,1285
Missouri,13,1276,0,44.1,34.47199241,6137428,2019,0,1229.8
Missouri,14,1186,0,48.2,34.47199241,6137428,2019,0,1224
Missouri,15,1214,0,48.2,34.47199241,6137428,2019,0,1223.2
Missouri,16,1224,0,48.2,34.47199241,6137428,2019,0,1225.2
Missouri,17,1252,0,48.2,34.47199241,6137428,2019,0,1200.8
Missouri,18,1232,0,72.5,34.47199241,6137428,2019,0,1219.2
Missouri,1,1323,0,31,34.47199241,6137428,2020,0,1386.4
Missouri,2,1320,0,31,34.47199241,6137428,2020,0,1369.2
Missouri,3,1317,0,31,34.47199241,6137428,2020,0,1391.8
Missouri,4,1327,0,31,34.47199241,6137428,2020,0,1361.4
Missouri,5,1344,0,35.6,34.47199241,6137428,2020,0,1306
Missouri,6,1300,0,35.6,34.47199241,6137428,2020,0,1306.4
Missouri,7,1317,0,35.6,34.47199241,6137428,2020,0,1367.6
Missouri,8,1326,0,35.6,34.47199241,6137428,2020,0,1312.4
Missouri,9,1307,0,35.6,34.47199241,6137428,2020,0,1291
Missouri,10,1288,1,44.1,34.47199241,6137428,2020,0,1296.4
Missouri,11,1186,1,44.1,34.47199241,6137428,2020,0,1276.6
Missouri,12,1153,1,44.1,34.47199241,6137428,2020,0,1285
Missouri,13,1188,1,44.1,34.47199241,6137428,2020,14,1229.8
Missouri,14,1106,1,48.2,34.47199241,6137428,2020,47,1224
Missouri,15,1134,1,48.2,34.47199241,6137428,2020,83,1223.2
Missouri,16,799,1,48.2,34.47199241,6137428,2020,69,1225.2
Missouri,17,242,1,48.2,34.47199241,6137428,2020,85,1200.8
Montana,1,221,0,24.8,2.835237679,1068778,2019,0,207.2
Montana,2,207,0,24.8,2.835237679,1068778,2019,0,208.8
Montana,3,210,0,24.8,2.835237679,1068778,2019,0,196.2
Montana,4,227,0,24.8,2.835237679,1068778,2019,0,206.2
Montana,5,205,0,11.4,2.835237679,1068778,2019,0,196.2
Montana,6,221,0,11.4,2.835237679,1068778,2019,0,202.8
Montana,7,218,0,11.4,2.835237679,1068778,2019,0,206.8
Montana,8,231,0,11.4,2.835237679,1068778,2019,0,218
Montana,9,224,0,28.3,2.835237679,1068778,2019,0,198.2
Montana,10,242,0,28.3,2.835237679,1068778,2019,0,209
